year,sex,maturity,shell condition,size,ss,abundance
1992,male,undetermined,new shell,110,113509,2556.5865066390206
1992,male,undetermined,new shell,115,113509,4626.204154870609
1992,male,undetermined,new shell,120,113509,8156.728378324495
1992,male,undetermined,new shell,125,113509,16922.16782965828
1992,male,undetermined,new shell,130,113509,48940.37026994697
1992,male,undetermined,new shell,135,113509,999016.6130228479
1992,male,undetermined,new shell,140,113509,3973178.9157462413
1992,male,undetermined,new shell,145,113509,3534785.2009649505
1992,male,undetermined,new shell,150,113509,2724103.7939311774
1992,male,undetermined,new shell,155,113509,1535656.2949878385
1992,male,undetermined,new shell,160,113509,662277.6474341082
1992,male,undetermined,new shell,165,113509,214996.75098688144
1992,male,undetermined,new shell,170,113509,67079.96024562384
1992,male,undetermined,new shell,175,113509,18626.558834084295
1992,male,undetermined,new shell,180,113509,5600.141871685474
1992,male,undetermined,old shell,25,11886,0
1992,male,undetermined,old shell,30,11886,0
1992,male,undetermined,old shell,35,11886,0
1992,male,undetermined,old shell,40,11886,0
1992,male,undetermined,old shell,45,11886,0
1992,male,undetermined,old shell,50,11886,0
1992,male,undetermined,old shell,55,11886,0
1992,male,undetermined,old shell,60,11886,0
1992,male,undetermined,old shell,65,11886,0
1992,male,undetermined,old shell,70,11886,0
1992,male,undetermined,old shell,75,11886,0
1992,male,undetermined,old shell,80,11886,0
1992,male,undetermined,old shell,85,11886,0
1992,male,undetermined,old shell,90,11886,0
1992,male,undetermined,old shell,95,11886,0
1992,male,undetermined,old shell,100,11886,0
1992,male,undetermined,old shell,105,11886,121.74221460185811
1992,male,undetermined,old shell,110,11886,0
1992,male,undetermined,old shell,115,11886,486.96885840743244
1992,male,undetermined,old shell,120,11886,608.7110730092907
1992,male,undetermined,old shell,125,11886,1339.1643606204393
1992,male,undetermined,old shell,130,11886,5113.173013278041
1992,male,undetermined,old shell,135,11886,116629.04158858008
1992,male,undetermined,old shell,140,11886,429384.79090075364
1992,male,undetermined,old shell,145,11886,341608.6541728139
1992,male,undetermined,old shell,150,11886,243971.39806212368
1992,male,undetermined,old shell,155,11886,151690.79939391525
1992,male,undetermined,old shell,160,11886,87897.87894254156
1992,male,undetermined,old shell,165,11886,40783.64189162247
1992,male,undetermined,old shell,170,11886,18383.07440488058
1992,male,undetermined,old shell,175,11886,5600.141871685474
1992,male,undetermined,old shell,180,11886,3408.7820088520275
1993,male,undetermined,new shell,25,67264,0
1993,male,undetermined,new shell,30,67264,0
1993,male,undetermined,new shell,35,67264,0
1993,male,undetermined,new shell,40,67264,0
1993,male,undetermined,new shell,45,67264,0
1993,male,undetermined,new shell,50,67264,0
1993,male,undetermined,new shell,55,67264,0
1993,male,undetermined,new shell,60,67264,0
1993,male,undetermined,new shell,65,67264,0
1993,male,undetermined,new shell,70,67264,0
1993,male,undetermined,new shell,75,67264,0
1993,male,undetermined,new shell,80,67264,0
1993,male,undetermined,new shell,85,67264,0
1993,male,undetermined,new shell,90,67264,0
1993,male,undetermined,new shell,95,67264,0
1993,male,undetermined,new shell,100,67264,0
1993,male,undetermined,new shell,105,67264,101.03116360894697
1993,male,undetermined,new shell,110,67264,101.03116360894697
1993,male,undetermined,new shell,115,67264,0
1993,male,undetermined,new shell,120,67264,606.1869816536819
1993,male,undetermined,new shell,125,67264,3334.02839909525
1993,male,undetermined,new shell,130,67264,18286.6406132194
1993,male,undetermined,new shell,135,67264,381594.7049509927
1993,male,undetermined,new shell,140,67264,1423226.001759236
1993,male,undetermined,new shell,145,67264,1459597.220658457
1993,male,undetermined,new shell,150,67264,1419083.724051269
1993,male,undetermined,new shell,155,67264,1045369.4498617742
1993,male,undetermined,new shell,160,67264,630838.5855742649
1993,male,undetermined,new shell,165,67264,270056.3003267153
1993,male,undetermined,new shell,170,67264,111942.52927871325
1993,male,undetermined,new shell,175,67264,26066.040211108317
1993,male,undetermined,new shell,180,67264,5556.713998492083
1993,male,undetermined,old shell,25,4358,0
1993,male,undetermined,old shell,30,4358,0
1993,male,undetermined,old shell,35,4358,0
1993,male,undetermined,old shell,40,4358,0
1993,male,undetermined,old shell,45,4358,0
1993,male,undetermined,old shell,50,4358,0
1993,male,undetermined,old shell,55,4358,0
1993,male,undetermined,old shell,60,4358,0
1993,male,undetermined,old shell,65,4358,0
1993,male,undetermined,old shell,70,4358,0
1993,male,undetermined,old shell,75,4358,0
1993,male,undetermined,old shell,80,4358,0
1993,male,undetermined,old shell,85,4358,0
1993,male,undetermined,old shell,90,4358,0
1993,male,undetermined,old shell,95,4358,0
1993,male,undetermined,old shell,100,4358,0
1993,male,undetermined,old shell,105,4358,0
1993,male,undetermined,old shell,110,4358,0
1993,male,undetermined,old shell,115,4358,0
1993,male,undetermined,old shell,120,4358,101.03116360894697
1993,male,undetermined,old shell,125,4358,101.03116360894697
1993,male,undetermined,old shell,130,4358,1414.4362905252576
1993,male,undetermined,old shell,135,4358,36775.3435536567
1993,male,undetermined,old shell,140,4358,97697.13520985172
1993,male,undetermined,old shell,145,4358,81128.02437798443
1993,male,undetermined,old shell,150,4358,72843.46896205077
1993,male,undetermined,old shell,155,4358,59002.19954762504
1993,male,undetermined,old shell,160,4358,42736.18220658457
1993,male,undetermined,old shell,165,4358,25965.009047499374
1993,male,undetermined,old shell,170,4358,17579.422467956774
1993,male,undetermined,old shell,175,4358,4142.277707966826
1993,male,undetermined,old shell,180,4358,808.2493088715757
1994,male,undetermined,new shell,25,25585,0
1994,male,undetermined,new shell,30,25585,0
1994,male,undetermined,new shell,35,25585,0
1994,male,undetermined,new shell,40,25585,0
1994,male,undetermined,new shell,45,25585,0
1994,male,undetermined,new shell,50,25585,0
1994,male,undetermined,new shell,55,25585,0
1994,male,undetermined,new shell,60,25585,0
1994,male,undetermined,new shell,65,25585,0
1994,male,undetermined,new shell,70,25585,0
1994,male,undetermined,new shell,75,25585,0
1994,male,undetermined,new shell,80,25585,0
1994,male,undetermined,new shell,85,25585,0
1994,male,undetermined,new shell,90,25585,0
1994,male,undetermined,new shell,95,25585,0
1994,male,undetermined,new shell,100,25585,121.18153879528526
1994,male,undetermined,new shell,105,25585,0
1994,male,undetermined,new shell,110,25585,0
1994,male,undetermined,new shell,115,25585,242.36307759057053
1994,male,undetermined,new shell,120,25585,242.36307759057053
1994,male,undetermined,new shell,125,25585,1938.9046207245642
1994,male,undetermined,new shell,130,25585,7755.618482898257
1994,male,undetermined,new shell,135,25585,202979.07748210282
1994,male,undetermined,new shell,140,25585,673769.3557017861
1994,male,undetermined,new shell,145,25585,691704.2234434884
1994,male,undetermined,new shell,150,25585,646988.235628028
1994,male,undetermined,new shell,155,25585,458672.12434015475
1994,male,undetermined,new shell,160,25585,273991.45921614004
1994,male,undetermined,new shell,165,25585,106760.93567864633
1994,male,undetermined,new shell,170,25585,29447.113927254322
1994,male,undetermined,new shell,175,25585,5331.987706992552
1994,male,undetermined,new shell,180,25585,484.72615518114105
1994,male,undetermined,old shell,25,2073,0
1994,male,undetermined,old shell,30,2073,0
1994,male,undetermined,old shell,35,2073,0
1994,male,undetermined,old shell,40,2073,0
1994,male,undetermined,old shell,45,2073,0
1994,male,undetermined,old shell,50,2073,0
1994,male,undetermined,old shell,55,2073,0
1994,male,undetermined,old shell,60,2073,0
1994,male,undetermined,old shell,65,2073,0
1994,male,undetermined,old shell,70,2073,0
1994,male,undetermined,old shell,75,2073,0
1994,male,undetermined,old shell,80,2073,0
1994,male,undetermined,old shell,85,2073,0
1994,male,undetermined,old shell,90,2073,0
1994,male,undetermined,old shell,95,2073,0
1994,male,undetermined,old shell,100,2073,0
1994,male,undetermined,old shell,105,2073,0
1994,male,undetermined,old shell,110,2073,0
1994,male,undetermined,old shell,115,2073,0
1994,male,undetermined,old shell,120,2073,0
1994,male,undetermined,old shell,125,2073,0
1994,male,undetermined,old shell,130,2073,1090.6338491575675
1994,male,undetermined,old shell,135,2073,17207.778508930507
1994,male,undetermined,old shell,140,2073,68346.38788054089
1994,male,undetermined,old shell,145,2073,53198.69553113024
1994,male,undetermined,old shell,150,2073,44837.16935425555
1994,male,undetermined,old shell,155,2073,31628.38162556946
1994,male,undetermined,old shell,160,2073,22055.040060741918
1994,male,undetermined,old shell,165,2073,10058.067720008677
1994,male,undetermined,old shell,170,2073,2423.6307759057054
1994,male,undetermined,old shell,175,2073,363.5446163858558
1994,male,undetermined,old shell,180,2073,0
1995,male,undetermined,new shell,25,11297,0
1995,male,undetermined,new shell,30,11297,0
1995,male,undetermined,new shell,35,11297,0
1995,male,undetermined,new shell,40,11297,0
1995,male,undetermined,new shell,45,11297,0
1995,male,undetermined,new shell,50,11297,0
1995,male,undetermined,new shell,55,11297,0
1995,male,undetermined,new shell,60,11297,0
1995,male,undetermined,new shell,65,11297,0
1995,male,undetermined,new shell,70,11297,0
1995,male,undetermined,new shell,75,11297,0
1995,male,undetermined,new shell,80,11297,0
1995,male,undetermined,new shell,85,11297,0
1995,male,undetermined,new shell,90,11297,0
1995,male,undetermined,new shell,95,11297,0
1995,male,undetermined,new shell,100,11297,0
1995,male,undetermined,new shell,105,11297,0
1995,male,undetermined,new shell,110,11297,0
1995,male,undetermined,new shell,115,11297,292.8291658020336
1995,male,undetermined,new shell,120,11297,0
1995,male,undetermined,new shell,125,11297,390.4388877360448
1995,male,undetermined,new shell,130,11297,1756.9749948122019
1995,male,undetermined,new shell,135,11297,88824.8469599502
1995,male,undetermined,new shell,140,11297,256225.52007677942
1995,male,undetermined,new shell,145,11297,249588.0589852667
1995,male,undetermined,new shell,150,11297,216010.3146399668
1995,male,undetermined,new shell,155,11297,153637.70232413363
1995,male,undetermined,new shell,160,11297,85506.11641419382
1995,male,undetermined,new shell,165,11297,36310.81655945217
1995,male,undetermined,new shell,170,11297,11420.33746627931
1995,male,undetermined,new shell,175,11297,2440.2430483502803
1995,male,undetermined,new shell,180,11297,292.8291658020336
1995,male,undetermined,old shell,25,7979,0
1995,male,undetermined,old shell,30,7979,0
1995,male,undetermined,old shell,35,7979,0
1995,male,undetermined,old shell,40,7979,0
1995,male,undetermined,old shell,45,7979,0
1995,male,undetermined,old shell,50,7979,0
1995,male,undetermined,old shell,55,7979,0
1995,male,undetermined,old shell,60,7979,0
1995,male,undetermined,old shell,65,7979,0
1995,male,undetermined,old shell,70,7979,0
1995,male,undetermined,old shell,75,7979,0
1995,male,undetermined,old shell,80,7979,0
1995,male,undetermined,old shell,85,7979,0
1995,male,undetermined,old shell,90,7979,0
1995,male,undetermined,old shell,95,7979,0
1995,male,undetermined,old shell,100,7979,0
1995,male,undetermined,old shell,105,7979,0
1995,male,undetermined,old shell,110,7979,0
1995,male,undetermined,old shell,115,7979,878.4874974061009
1995,male,undetermined,old shell,120,7979,97.6097219340112
1995,male,undetermined,old shell,125,7979,0
1995,male,undetermined,old shell,130,7979,1073.7069412741232
1995,male,undetermined,old shell,135,7979,63153.490091305255
1995,male,undetermined,old shell,140,7979,200685.58829632704
1995,male,undetermined,old shell,145,7979,175697.49948122018
1995,male,undetermined,old shell,150,7979,148269.16761776304
1995,male,undetermined,old shell,155,7979,102294.98858684374
1995,male,undetermined,old shell,160,7979,57296.90677526458
1995,male,undetermined,old shell,165,7979,21376.529103548455
1995,male,undetermined,old shell,170,7979,6442.24164764474
1995,male,undetermined,old shell,175,7979,1464.1458290101682
1995,male,undetermined,old shell,180,7979,97.6097219340112
1996,male,undetermined,new shell,25,2063,0
1996,male,undetermined,new shell,30,2063,0
1996,male,undetermined,new shell,35,2063,0
1996,male,undetermined,new shell,40,2063,0
1996,male,undetermined,new shell,45,2063,0
1996,male,undetermined,new shell,50,2063,0
1996,male,undetermined,new shell,55,2063,0
1996,male,undetermined,new shell,60,2063,0
1996,male,undetermined,new shell,65,2063,0
1996,male,undetermined,new shell,70,2063,0
1996,male,undetermined,new shell,75,2063,0
1996,male,undetermined,new shell,80,2063,0
1996,male,undetermined,new shell,85,2063,0
1996,male,undetermined,new shell,90,2063,0
1996,male,undetermined,new shell,95,2063,0
1996,male,undetermined,new shell,100,2063,0
1996,male,undetermined,new shell,105,2063,0
1996,male,undetermined,new shell,110,2063,0
1996,male,undetermined,new shell,115,2063,165.75688487584648
1996,male,undetermined,new shell,120,2063,0
1996,male,undetermined,new shell,125,2063,331.51376975169296
1996,male,undetermined,new shell,130,2063,2817.8670428893906
1996,male,undetermined,new shell,135,2063,15083.87652370203
1996,male,undetermined,new shell,140,2063,62821.85936794583
1996,male,undetermined,new shell,145,2063,69452.1347629797
1996,male,undetermined,new shell,150,2063,69617.89164785553
1996,male,undetermined,new shell,155,2063,58677.93724604966
1996,male,undetermined,new shell,160,2063,36135.00090293454
1996,male,undetermined,new shell,165,2063,18564.77110609481
1996,male,undetermined,new shell,170,2063,6133.00474040632
1996,male,undetermined,new shell,175,2063,1491.8119638826186
1996,male,undetermined,new shell,180,2063,663.0275395033859
1996,male,undetermined,old shell,25,2367,0
1996,male,undetermined,old shell,30,2367,0
1996,male,undetermined,old shell,35,2367,0
1996,male,undetermined,old shell,40,2367,0
1996,male,undetermined,old shell,45,2367,0
1996,male,undetermined,old shell,50,2367,0
1996,male,undetermined,old shell,55,2367,0
1996,male,undetermined,old shell,60,2367,0
1996,male,undetermined,old shell,65,2367,0
1996,male,undetermined,old shell,70,2367,0
1996,male,undetermined,old shell,75,2367,0
1996,male,undetermined,old shell,80,2367,0
1996,male,undetermined,old shell,85,2367,0
1996,male,undetermined,old shell,90,2367,0
1996,male,undetermined,old shell,95,2367,0
1996,male,undetermined,old shell,100,2367,0
1996,male,undetermined,old shell,105,2367,0
1996,male,undetermined,old shell,110,2367,0
1996,male,undetermined,old shell,115,2367,0
1996,male,undetermined,old shell,120,2367,165.75688487584648
1996,male,undetermined,old shell,125,2367,165.75688487584648
1996,male,undetermined,old shell,130,2367,1160.2981941309256
1996,male,undetermined,old shell,135,2367,18730.527990970655
1996,male,undetermined,old shell,140,2367,67628.80902934537
1996,male,undetermined,old shell,145,2367,67960.32279909706
1996,male,undetermined,old shell,150,2367,72104.24492099322
1996,male,undetermined,old shell,155,2367,70943.9467268623
1996,male,undetermined,old shell,160,2367,50390.09300225734
1996,male,undetermined,old shell,165,2367,27515.64288939052
1996,male,undetermined,old shell,170,2367,11105.711286681717
1996,male,undetermined,old shell,175,2367,3978.165237020316
1996,male,undetermined,old shell,180,2367,497.2706546275395
2004,male,undetermined,new shell,25,9,0
2004,male,undetermined,new shell,30,9,0
2004,male,undetermined,new shell,35,9,0
2004,male,undetermined,new shell,40,9,0
2004,male,undetermined,new shell,45,9,0
2004,male,undetermined,new shell,50,9,0
2004,male,undetermined,new shell,55,9,0
2004,male,undetermined,new shell,60,9,0
2004,male,undetermined,new shell,65,9,0
2004,male,undetermined,new shell,70,9,0
2004,male,undetermined,new shell,75,9,0
2004,male,undetermined,new shell,80,9,0
2004,male,undetermined,new shell,85,9,0
2004,male,undetermined,new shell,90,9,0
2004,male,undetermined,new shell,95,9,0
2004,male,undetermined,new shell,100,9,0
2004,male,undetermined,new shell,105,9,0
2004,male,undetermined,new shell,110,9,0
2004,male,undetermined,new shell,115,9,0
2004,male,undetermined,new shell,120,9,0
2004,male,undetermined,new shell,125,9,0
2004,male,undetermined,new shell,130,9,0
2004,male,undetermined,new shell,135,9,0
2004,male,undetermined,new shell,140,9,0
2004,male,undetermined,new shell,145,9,0
2004,male,undetermined,new shell,150,9,0
2004,male,undetermined,new shell,155,9,0
2004,male,undetermined,new shell,160,9,0
2004,male,undetermined,new shell,165,9,0
2004,male,undetermined,new shell,170,9,0
2004,male,undetermined,new shell,175,9,0
2004,male,undetermined,new shell,180,9,0
2004,male,undetermined,old shell,25,7,0
2004,male,undetermined,old shell,30,7,0
2004,male,undetermined,old shell,35,7,0
2004,male,undetermined,old shell,40,7,0
2004,male,undetermined,old shell,45,7,0
2004,male,undetermined,old shell,50,7,0
2004,male,undetermined,old shell,55,7,0
2004,male,undetermined,old shell,60,7,0
2004,male,undetermined,old shell,65,7,0
2004,male,undetermined,old shell,70,7,0
2004,male,undetermined,old shell,75,7,0
2004,male,undetermined,old shell,80,7,0
2004,male,undetermined,old shell,85,7,0
2004,male,undetermined,old shell,90,7,0
2004,male,undetermined,old shell,95,7,0
2004,male,undetermined,old shell,100,7,0
2004,male,undetermined,old shell,105,7,0
2004,male,undetermined,old shell,110,7,0
2004,male,undetermined,old shell,115,7,0
2004,male,undetermined,old shell,120,7,0
2004,male,undetermined,old shell,125,7,0
2004,male,undetermined,old shell,130,7,0
2004,male,undetermined,old shell,135,7,0
2004,male,undetermined,old shell,140,7,0
2004,male,undetermined,old shell,145,7,0
2004,male,undetermined,old shell,150,7,0
2004,male,undetermined,old shell,155,7,0
2004,male,undetermined,old shell,160,7,0
2004,male,undetermined,old shell,165,7,0
2004,male,undetermined,old shell,170,7,0
2004,male,undetermined,old shell,175,7,0
2004,male,undetermined,old shell,180,7,0
2005,male,undetermined,new shell,25,2848,0
2005,male,undetermined,new shell,30,2848,0
2005,male,undetermined,new shell,35,2848,0
2005,male,undetermined,new shell,40,2848,0
2005,male,undetermined,new shell,45,2848,0
2005,male,undetermined,new shell,50,2848,0
2005,male,undetermined,new shell,55,2848,0
2005,male,undetermined,new shell,60,2848,0
2005,male,undetermined,new shell,65,2848,0
2005,male,undetermined,new shell,70,2848,0
2005,male,undetermined,new shell,75,2848,0
2005,male,undetermined,new shell,80,2848,66.56687898089172
2005,male,undetermined,new shell,85,2848,0
2005,male,undetermined,new shell,90,2848,66.56687898089172
2005,male,undetermined,new shell,95,2848,0
2005,male,undetermined,new shell,100,2848,665.6687898089172
2005,male,undetermined,new shell,105,2848,798.8025477707006
2005,male,undetermined,new shell,110,2848,532.5350318471337
2005,male,undetermined,new shell,115,2848,1264.7707006369426
2005,male,undetermined,new shell,120,2848,1664.171974522293
2005,male,undetermined,new shell,125,2848,2093.659420879071
2005,male,undetermined,new shell,130,2848,2529.541401273885
2005,male,undetermined,new shell,135,2848,34768.564511903154
2005,male,undetermined,new shell,140,2848,169247.82141211547
2005,male,undetermined,new shell,145,2848,111107.1528029995
2005,male,undetermined,new shell,150,2848,47726.14931562543
2005,male,undetermined,new shell,155,2848,8288.887202421285
2005,male,undetermined,new shell,160,2848,962.0224782039121
2005,male,undetermined,new shell,165,2848,133.13375796178343
2005,male,undetermined,new shell,170,2848,0
2005,male,undetermined,new shell,175,2848,0
2005,male,undetermined,new shell,180,2848,0
2005,male,undetermined,old shell,25,683,0
2005,male,undetermined,old shell,30,683,0
2005,male,undetermined,old shell,35,683,0
2005,male,undetermined,old shell,40,683,0
2005,male,undetermined,old shell,45,683,0
2005,male,undetermined,old shell,50,683,0
2005,male,undetermined,old shell,55,683,0
2005,male,undetermined,old shell,60,683,0
2005,male,undetermined,old shell,65,683,0
2005,male,undetermined,old shell,70,683,0
2005,male,undetermined,old shell,75,683,0
2005,male,undetermined,old shell,80,683,0
2005,male,undetermined,old shell,85,683,0
2005,male,undetermined,old shell,90,683,66.56687898089172
2005,male,undetermined,old shell,95,683,0
2005,male,undetermined,old shell,100,683,0
2005,male,undetermined,old shell,105,683,0
2005,male,undetermined,old shell,110,683,266.26751592356686
2005,male,undetermined,old shell,115,683,465.96815286624206
2005,male,undetermined,old shell,120,683,931.9363057324841
2005,male,undetermined,old shell,125,683,332.8343949044586
2005,male,undetermined,old shell,130,683,266.26751592356686
2005,male,undetermined,old shell,135,683,4676.978633057776
2005,male,undetermined,old shell,140,683,28001.699453403802
2005,male,undetermined,old shell,145,683,16959.878574332564
2005,male,undetermined,old shell,150,683,5772.1348692234715
2005,male,undetermined,old shell,155,683,3854.484446853684
2005,male,undetermined,old shell,160,683,465.96815286624206
2005,male,undetermined,old shell,165,683,0
2005,male,undetermined,old shell,170,683,0
2005,male,undetermined,old shell,175,683,0
2005,male,undetermined,old shell,180,683,0
2006,male,undetermined,new shell,25,2305,0
2006,male,undetermined,new shell,30,2305,0
2006,male,undetermined,new shell,35,2305,0
2006,male,undetermined,new shell,40,2305,0
2006,male,undetermined,new shell,45,2305,0
2006,male,undetermined,new shell,50,2305,0
2006,male,undetermined,new shell,55,2305,0
2006,male,undetermined,new shell,60,2305,0
2006,male,undetermined,new shell,65,2305,0
2006,male,undetermined,new shell,70,2305,0
2006,male,undetermined,new shell,75,2305,0
2006,male,undetermined,new shell,80,2305,0
2006,male,undetermined,new shell,85,2305,139.6063492063492
2006,male,undetermined,new shell,90,2305,139.6063492063492
2006,male,undetermined,new shell,95,2305,139.6063492063492
2006,male,undetermined,new shell,100,2305,69.8031746031746
2006,male,undetermined,new shell,105,2305,279.2126984126984
2006,male,undetermined,new shell,110,2305,139.6063492063492
2006,male,undetermined,new shell,115,2305,563.6863177226813
2006,male,undetermined,new shell,120,2305,279.2126984126984
2006,male,undetermined,new shell,125,2305,349.015873015873
2006,male,undetermined,new shell,130,2305,538.1277009426359
2006,male,undetermined,new shell,135,2305,13206.435670246059
2006,male,undetermined,new shell,140,2305,92968.43204025412
2006,male,undetermined,new shell,145,2305,79454.82830531661
2006,male,undetermined,new shell,150,2305,59051.54331815371
2006,male,undetermined,new shell,155,2305,40506.55866831581
2006,male,undetermined,new shell,160,2305,21651.461009913608
2006,male,undetermined,new shell,165,2305,8129.3455332546255
2006,male,undetermined,new shell,170,2305,2328.0778321245853
2006,male,undetermined,new shell,175,2305,285.2196070163602
2006,male,undetermined,new shell,180,2305,0
2006,male,undetermined,old shell,25,4002,0
2006,male,undetermined,old shell,30,4002,0
2006,male,undetermined,old shell,35,4002,0
2006,male,undetermined,old shell,40,4002,0
2006,male,undetermined,old shell,45,4002,0
2006,male,undetermined,old shell,50,4002,0
2006,male,undetermined,old shell,55,4002,0
2006,male,undetermined,old shell,60,4002,0
2006,male,undetermined,old shell,65,4002,0
2006,male,undetermined,old shell,70,4002,0
2006,male,undetermined,old shell,75,4002,0
2006,male,undetermined,old shell,80,4002,0
2006,male,undetermined,old shell,85,4002,0
2006,male,undetermined,old shell,90,4002,0
2006,male,undetermined,old shell,95,4002,5.260920897284533
2006,male,undetermined,old shell,100,4002,0
2006,male,undetermined,old shell,105,4002,0
2006,male,undetermined,old shell,110,4002,139.6063492063492
2006,male,undetermined,old shell,115,4002,139.6063492063492
2006,male,undetermined,old shell,120,4002,75.06409550045913
2006,male,undetermined,old shell,125,4002,328.71817713311214
2006,male,undetermined,old shell,130,4002,786.5208616780044
2006,male,undetermined,old shell,135,4002,30077.650559397312
2006,male,undetermined,old shell,140,4002,164159.20154513596
2006,male,undetermined,old shell,145,4002,151083.76365791494
2006,male,undetermined,old shell,150,4002,115178.52633852439
2006,male,undetermined,old shell,155,4002,79155.68734750098
2006,male,undetermined,old shell,160,4002,40997.20108881019
2006,male,undetermined,old shell,165,4002,17646.45346695152
2006,male,undetermined,old shell,170,4002,4234.152113903412
2006,male,undetermined,old shell,175,4002,1876.201283709076
2006,male,undetermined,old shell,180,4002,0
2007,male,undetermined,new shell,25,4361,0
2007,male,undetermined,new shell,30,4361,0
2007,male,undetermined,new shell,35,4361,0
2007,male,undetermined,new shell,40,4361,0
2007,male,undetermined,new shell,45,4361,0
2007,male,undetermined,new shell,50,4361,0
2007,male,undetermined,new shell,55,4361,0
2007,male,undetermined,new shell,60,4361,0
2007,male,undetermined,new shell,65,4361,0
2007,male,undetermined,new shell,70,4361,0
2007,male,undetermined,new shell,75,4361,0
2007,male,undetermined,new shell,80,4361,0
2007,male,undetermined,new shell,85,4361,0
2007,male,undetermined,new shell,90,4361,0
2007,male,undetermined,new shell,95,4361,73.2315190901706
2007,male,undetermined,new shell,100,4361,219.69455727051178
2007,male,undetermined,new shell,105,4361,650.7589340470431
2007,male,undetermined,new shell,110,4361,585.8521527213647
2007,male,undetermined,new shell,115,4361,366.1575954508529
2007,male,undetermined,new shell,120,4361,659.0836718115354
2007,male,undetermined,new shell,125,4361,805.5467099918766
2007,male,undetermined,new shell,130,4361,961.201856801649
2007,male,undetermined,new shell,135,4361,48969.034328501846
2007,male,undetermined,new shell,140,4361,196295.15585830054
2007,male,undetermined,new shell,145,4361,132575.19141244143
2007,male,undetermined,new shell,150,4361,87788.50898243264
2007,male,undetermined,new shell,155,4361,53139.55344286231
2007,male,undetermined,new shell,160,4361,27846.14841980495
2007,male,undetermined,new shell,165,4361,9999.162493321024
2007,male,undetermined,new shell,170,4361,3302.9193468968483
2007,male,undetermined,new shell,175,4361,426.9020078942852
2007,male,undetermined,new shell,180,4361,0
2007,male,undetermined,old shell,25,3000,0
2007,male,undetermined,old shell,30,3000,0
2007,male,undetermined,old shell,35,3000,0
2007,male,undetermined,old shell,40,3000,0
2007,male,undetermined,old shell,45,3000,0
2007,male,undetermined,old shell,50,3000,0
2007,male,undetermined,old shell,55,3000,0
2007,male,undetermined,old shell,60,3000,0
2007,male,undetermined,old shell,65,3000,0
2007,male,undetermined,old shell,70,3000,0
2007,male,undetermined,old shell,75,3000,0
2007,male,undetermined,old shell,80,3000,0
2007,male,undetermined,old shell,85,3000,0
2007,male,undetermined,old shell,90,3000,73.2315190901706
2007,male,undetermined,old shell,95,3000,73.2315190901706
2007,male,undetermined,old shell,100,3000,219.69455727051178
2007,male,undetermined,old shell,105,3000,146.4630381803412
2007,male,undetermined,old shell,110,3000,366.1575954508529
2007,male,undetermined,old shell,115,3000,219.69455727051178
2007,male,undetermined,old shell,120,3000,292.9260763606824
2007,male,undetermined,old shell,125,3000,611.6937368797805
2007,male,undetermined,old shell,130,3000,146.4630381803412
2007,male,undetermined,old shell,135,3000,22906.463496177104
2007,male,undetermined,old shell,140,3000,132249.22811571244
2007,male,undetermined,old shell,145,3000,91388.29866819036
2007,male,undetermined,old shell,150,3000,57707.22222333551
2007,male,undetermined,old shell,155,3000,29987.64104881949
2007,male,undetermined,old shell,160,3000,17884.839839932636
2007,male,undetermined,old shell,165,3000,5889.698201064529
2007,male,undetermined,old shell,170,3000,1858.3643031425588
2007,male,undetermined,old shell,175,3000,452.74359205270105
2007,male,undetermined,old shell,180,3000,25.84158415841584
2008,male,undetermined,new shell,25,3861,0
2008,male,undetermined,new shell,30,3861,0
2008,male,undetermined,new shell,35,3861,0
2008,male,undetermined,new shell,40,3861,0
2008,male,undetermined,new shell,45,3861,0
2008,male,undetermined,new shell,50,3861,0
2008,male,undetermined,new shell,55,3861,0
2008,male,undetermined,new shell,60,3861,0
2008,male,undetermined,new shell,65,3861,0
2008,male,undetermined,new shell,70,3861,0
2008,male,undetermined,new shell,75,3861,0
2008,male,undetermined,new shell,80,3861,0
2008,male,undetermined,new shell,85,3861,26.400000000000002
2008,male,undetermined,new shell,90,3861,132
2008,male,undetermined,new shell,95,3861,132
2008,male,undetermined,new shell,100,3861,184.8
2008,male,undetermined,new shell,105,3861,237.6
2008,male,undetermined,new shell,110,3861,316.8
2008,male,undetermined,new shell,115,3861,422.40000000000003
2008,male,undetermined,new shell,120,3861,422.40000000000003
2008,male,undetermined,new shell,125,3861,547.7951289398281
2008,male,undetermined,new shell,130,3861,699.5902578796562
2008,male,undetermined,new shell,135,3861,48997.36733524356
2008,male,undetermined,new shell,140,3861,173634.21397165826
2008,male,undetermined,new shell,145,3861,175494.24028104005
2008,male,undetermined,new shell,150,3861,147510.0832261397
2008,male,undetermined,new shell,155,3861,106396.44440932809
2008,male,undetermined,new shell,160,3861,55403.571529528475
2008,male,undetermined,new shell,165,3861,26838.962344487212
2008,male,undetermined,new shell,170,3861,8725.428096216043
2008,male,undetermined,new shell,175,3861,1616.9659025787964
2008,male,undetermined,new shell,180,3861,0
2008,male,undetermined,old shell,25,453,0
2008,male,undetermined,old shell,30,453,0
2008,male,undetermined,old shell,35,453,0
2008,male,undetermined,old shell,40,453,0
2008,male,undetermined,old shell,45,453,0
2008,male,undetermined,old shell,50,453,0
2008,male,undetermined,old shell,55,453,0
