"","obs","preds","y_up","y_dn","year","stock"
"443",0.579263276173394,0.591593020558376,0.683614865325521,0.499571175791232,2018,"Tanner_mat"
"453",0.584817875166642,0.469363867052805,0.536995552673644,0.401732181431966,2019,"Tanner_mat"
"473",0.463865920032323,0.28766478802955,0.332290156820179,0.243039419238922,2021,"Tanner_mat"
"482",0.246055107111581,0.229516399103089,0.2691795337133,0.189853264492878,2022,"Tanner_mat"
"67",0.149808,0.0810011207835736,0.0938455900377126,0.0681566515294345,1980,"Tanner_mat"
"77",0.149128,0.121885605627795,0.140041273438302,0.103729937817287,1981,"Tanner_mat"
"87",0.130762,0.211431267148339,0.232805521879885,0.190057012416793,1982,"Tanner_mat"
"97",0.165632,0.103278572741479,0.116695879073825,0.0898612664091333,1983,"Tanner_mat"
"107",0.146711,0.130337399988194,0.147474987715548,0.113199812260841,1984,"Tanner_mat"
"117",0.0758695,0.164624239963042,0.181577077910218,0.147671402015866,1985,"Tanner_mat"
"127",0.0562773,0.120333717160004,0.137008509632516,0.103658924687492,1986,"Tanner_mat"
